ID_Client,âge,genre,type de voyage,destination,saison de voyage,durée de voyage (en jours),nombre de personnes,prix total,mode de paiement,évaluation sur 5,date de début de voyage,date de fin de voyage,période de voyage,budget_voyage_annuel,durée moyenne de voyage annuelle (en jours)
398,37,Autre,détente,Pérou,été,13,3,8499,Virement,1,21-05-2024,05-06-2024,21-05-2024 au 05-06-2024,7046,21.0
399,27,M,culturel,Vietnam,automne,8,5,2753,Virement,3,04-06-2024,25-06-2024,04-06-2024 au 25-06-2024,5188,16.0
400,41,Autre,culturel,Vietnam,automne,12,4,7360,Virement,1,02-11-2024,18-11-2024,02-11-2024 au 18-11-2024,4356,5.0
401,44,F,culturel,Maroc,été,13,4,8513,Carte de crédit,1,22-07-2024,27-07-2024,22-07-2024 au 27-07-2024,5183,1.0
402,38,F,culturel,Pérou,hiver,12,2,7367,Paypal,1,02-06-2024,03-06-2024,02-06-2024 au 03-06-2024,5815,5.0
403,39,F,détente,Australie,été,10,3,4955,Paypal,2,27-10-2024,01-11-2024,27-10-2024 au 01-11-2024,5073,8.0
404,22,Autre,culturel,France,été,8,3,2761,Virement,1,27-05-2024,04-06-2024,27-05-2024 au 04-06-2024,5061,4.0
405,43,F,aventure,Costa Rica,printemps,9,4,3755,Paypal,3,09-06-2024,13-06-2024,09-06-2024 au 13-06-2024,3947,6.0
406,28,Autre,aventure,Costa Rica,été,12,5,7381,Virement,2,08-01-2025,14-01-2025,08-01-2025 au 14-01-2025,4006,19.0
407,43,M,aventure,Maroc,hiver,9,5,3755,Paypal,3,04-07-2024,23-07-2024,04-07-2024 au 23-07-2024,2896,20.0
408,29,M,culturel,Vietnam,hiver,9,1,3766,Paypal,3,08-01-2025,28-01-2025,08-01-2025 au 28-01-2025,7624,22.0
409,41,Autre,aventure,Vietnam,été,13,3,8533,Carte de crédit,3,19-11-2024,11-12-2024,19-11-2024 au 11-12-2024,3134,30.0
410,32,Autre,détente,Pérou,printemps,8,5,2768,Carte de crédit,2,24-12-2024,23-01-2025,24-12-2024 au 23-01-2025,3961,9.0
411,33,F,détente,Australie,printemps,5,3,637,Carte de crédit,1,29-01-2025,07-02-2025,29-01-2025 au 07-02-2025,3922,27.0
412,54,M,détente,Pérou,été,8,5,2773,Carte de crédit,3,17-09-2024,14-10-2024,17-09-2024 au 14-10-2024,6342,7.0
413,51,F,aventure,France,été,7,5,1979,Virement,2,30-08-2024,06-09-2024,30-08-2024 au 06-09-2024,4558,16.0
414,27,M,détente,Japon,été,14,5,9322,Paypal,2,23-03-2025,08-04-2025,23-03-2025 au 08-04-2025,6872,14.0
415,49,Autre,culturel,Japon,printemps,13,5,8588,Virement,2,21-04-2024,05-05-2024,21-04-2024 au 05-05-2024,3990,17.0
416,30,F,culturel,Japon,été,5,3,667,Paypal,3,22-08-2024,08-09-2024,22-08-2024 au 08-09-2024,5418,22.0
417,38,F,aventure,Vietnam,hiver,5,3,698,Carte de crédit,5,12-09-2024,04-10-2024,12-09-2024 au 04-10-2024,3747,19.0
418,28,Autre,culturel,France,été,13,1,8597,Virement,1,20-04-2024,09-05-2024,20-04-2024 au 09-05-2024,8218,16.0
419,39,Autre,aventure,Australie,hiver,7,1,2005,Virement,3,11-07-2024,27-07-2024,11-07-2024 au 27-07-2024,3219,23.0
420,33,Autre,aventure,Australie,été,12,2,7381,Carte de crédit,3,12-08-2024,04-09-2024,12-08-2024 au 04-09-2024,5465,24.0
421,38,Autre,aventure,Bali,hiver,10,4,4980,Virement,2,05-10-2024,29-10-2024,05-10-2024 au 29-10-2024,5951,19.0
422,38,Autre,aventure,Bali,hiver,12,1,7387,Paypal,2,05-04-2024,24-04-2024,05-04-2024 au 24-04-2024,5621,7.0
423,26,M,culturel,Népal,été,9,5,3766,Paypal,2,25-08-2024,01-09-2024,25-08-2024 au 01-09-2024,4722,6.0
424,18,M,culturel,Maroc,automne,14,4,9374,Carte de crédit,2,19-10-2024,25-10-2024,19-10-2024 au 25-10-2024,4805,3.0
425,31,Autre,détente,Brésil,printemps,6,5,1157,Paypal,1,27-07-2024,30-07-2024,27-07-2024 au 30-07-2024,5066,27.0
426,41,Autre,aventure,Japon,été,8,4,2776,Carte de crédit,2,15-12-2024,11-01-2025,15-12-2024 au 11-01-2025,4779,11.0
427,18,Autre,détente,Norvège,printemps,8,2,2786,Carte de crédit,3,22-04-2024,03-05-2024,22-04-2024 au 03-05-2024,6446,8.0
428,42,Autre,aventure,Costa Rica,hiver,5,1,712,Carte de crédit,2,28-02-2025,08-03-2025,28-02-2025 au 08-03-2025,8316,10.0
429,27,F,aventure,Pérou,hiver,8,2,2793,Paypal,3,13-07-2024,23-07-2024,13-07-2024 au 23-07-2024,4164,18.0
430,24,F,détente,Vietnam,été,6,3,1166,Virement,3,24-01-2025,11-02-2025,24-01-2025 au 11-02-2025,2945,12.0
431,34,M,culturel,Pérou,hiver,11,3,6217,Virement,2,20-06-2024,02-07-2024,20-06-2024 au 02-07-2024,4868,8.0
432,52,Autre,aventure,Bali,hiver,12,2,7397,Paypal,3,23-05-2024,31-05-2024,23-05-2024 au 31-05-2024,8870,16.0
433,27,Autre,détente,Japon,automne,7,2,2008,Virement,3,13-07-2024,29-07-2024,13-07-2024 au 29-07-2024,3794,9.0
434,41,F,aventure,Norvège,automne,6,2,1171,Virement,3,18-05-2024,27-05-2024,18-05-2024 au 27-05-2024,7459,30.0
435,24,Autre,aventure,Brésil,été,7,3,2021,Carte de crédit,1,13-08-2024,12-09-2024,13-08-2024 au 12-09-2024,7517,26.0
436,44,Autre,culturel,Costa Rica,printemps,10,1,5007,Virement,2,24-02-2025,22-03-2025,24-02-2025 au 22-03-2025,4170,28.0
437,49,F,culturel,Bali,hiver,13,5,8598,Carte de crédit,3,02-12-2024,30-12-2024,02-12-2024 au 30-12-2024,5853,9.0
438,36,Autre,culturel,Japon,hiver,13,3,8611,Virement,2,18-07-2024,27-07-2024,18-07-2024 au 27-07-2024,7443,2.0
439,40,M,culturel,Japon,été,15,3,9683,Paypal,2,28-08-2024,30-08-2024,28-08-2024 au 30-08-2024,4431,24.0
440,27,Autre,détente,Népal,hiver,6,1,1171,Carte de crédit,2,04-04-2024,28-04-2024,04-04-2024 au 28-04-2024,4695,28.0
441,31,Autre,culturel,Japon,été,12,2,7399,Paypal,3,10-10-2024,07-11-2024,10-10-2024 au 07-11-2024,4127,10.0
442,30,Autre,détente,Maroc,hiver,11,5,6219,Virement,3,03-12-2024,13-12-2024,03-12-2024 au 13-12-2024,3478,5.0
443,30,F,détente,France,hiver,6,1,1173,Virement,4,24-10-2024,29-10-2024,24-10-2024 au 29-10-2024,4026,8.0
444,35,F,aventure,Islande,été,8,1,2796,Virement,2,21-03-2025,29-03-2025,21-03-2025 au 29-03-2025,3164,5.0
445,45,Autre,détente,Brésil,printemps,15,4,9701,Virement,3,06-10-2024,11-10-2024,06-10-2024 au 11-10-2024,5051,13.0
446,56,Autre,aventure,Costa Rica,hiver,9,3,3775,Virement,2,07-12-2024,20-12-2024,07-12-2024 au 20-12-2024,3845,13.0
447,32,Autre,culturel,Bali,hiver,7,1,2023,Virement,2,13-05-2024,26-05-2024,13-05-2024 au 26-05-2024,5351,4.0
448,22,F,culturel,Pérou,hiver,7,5,2024,Carte de crédit,4,19-10-2024,23-10-2024,19-10-2024 au 23-10-2024,2666,25.0
449,47,Autre,culturel,Costa Rica,été,8,4,2809,Virement,4,07-03-2025,01-04-2025,07-03-2025 au 01-04-2025,5496,1.0
450,34,M,aventure,Islande,été,12,2,7438,Virement,2,28-03-2025,29-03-2025,28-03-2025 au 29-03-2025,6250,23.0
451,28,Autre,culturel,Japon,hiver,5,5,713,Virement,2,30-09-2024,23-10-2024,30-09-2024 au 23-10-2024,2009,22.0
452,26,M,aventure,Brésil,été,11,3,6249,Virement,1,05-03-2025,27-03-2025,05-03-2025 au 27-03-2025,5561,9.0
453,27,Autre,détente,Costa Rica,printemps,10,4,5040,Virement,3,24-01-2025,02-02-2025,24-01-2025 au 02-02-2025,6842,8.0
454,45,Autre,culturel,Norvège,hiver,6,2,1240,Paypal,2,27-03-2025,04-04-2025,27-03-2025 au 04-04-2025,3186,18.0
455,38,Autre,détente,Norvège,hiver,5,3,733,Carte de crédit,3,31-03-2024,18-04-2024,31-03-2024 au 18-04-2024,7509,23.0
456,30,Autre,culturel,Australie,hiver,12,5,7462,Carte de crédit,2,23-10-2024,15-11-2024,23-10-2024 au 15-11-2024,5629,14.0
457,38,Autre,aventure,Japon,hiver,10,2,5076,Virement,3,26-07-2024,09-08-2024,26-07-2024 au 09-08-2024,3942,19.0
458,27,M,détente,France,été,8,3,2846,Virement,2,28-11-2024,17-12-2024,28-11-2024 au 17-12-2024,4916,11.0
459,33,F,culturel,Bali,hiver,9,4,3778,Carte de crédit,2,30-12-2024,10-01-2025,30-12-2024 au 10-01-2025,5837,9.0
460,23,Autre,culturel,France,hiver,12,1,7474,Virement,2,27-08-2024,05-09-2024,27-08-2024 au 05-09-2024,5114,8.0
461,26,F,culturel,Japon,hiver,8,1,2849,Paypal,3,28-10-2024,05-11-2024,28-10-2024 au 05-11-2024,5808,19.0
462,39,F,culturel,Australie,hiver,7,3,2045,Virement,2,18-10-2024,06-11-2024,18-10-2024 au 06-11-2024,3619,3.0
463,56,F,détente,Norvège,automne,14,2,9377,Paypal,2,29-06-2024,02-07-2024,29-06-2024 au 02-07-2024,5254,30.0
464,41,Autre,culturel,Maroc,printemps,12,2,7502,Carte de crédit,2,22-01-2025,21-02-2025,22-01-2025 au 21-02-2025,2879,26.0
465,33,M,culturel,Norvège,été,10,2,5096,Virement,2,18-03-2025,13-04-2025,18-03-2025 au 13-04-2025,4833,25.0
466,41,F,culturel,Népal,hiver,11,4,6255,Carte de crédit,2,24-04-2024,19-05-2024,24-04-2024 au 19-05-2024,3644,26.0
467,35,F,culturel,Népal,été,12,4,7524,Virement,2,01-09-2024,27-09-2024,01-09-2024 au 27-09-2024,3897,21.0
468,38,M,culturel,Népal,hiver,9,1,3797,Paypal,4,27-01-2025,17-02-2025,27-01-2025 au 17-02-2025,6854,5.0
469,45,Autre,culturel,Brésil,hiver,12,4,7546,Virement,2,07-07-2024,12-07-2024,07-07-2024 au 12-07-2024,6637,25.0
470,35,M,culturel,Pérou,hiver,8,1,2893,Carte de crédit,4,03-12-2024,28-12-2024,03-12-2024 au 28-12-2024,5914,3.0
471,54,F,culturel,Pérou,été,6,2,1243,Paypal,3,30-08-2024,02-09-2024,30-08-2024 au 02-09-2024,3362,30.0
472,29,Autre,culturel,Brésil,été,8,5,2899,Carte de crédit,3,06-05-2024,05-06-2024,06-05-2024 au 05-06-2024,4525,28.0
473,40,F,détente,Australie,automne,9,2,3801,Carte de crédit,1,13-11-2024,11-12-2024,13-11-2024 au 11-12-2024,6820,19.0
474,47,Autre,culturel,Islande,automne,12,5,7616,Carte de crédit,4,24-09-2024,13-10-2024,24-09-2024 au 13-10-2024,5213,22.0
475,47,M,détente,Islande,automne,12,1,7619,Virement,3,23-07-2024,14-08-2024,23-07-2024 au 14-08-2024,8479,6.0
476,42,Autre,aventure,Islande,hiver,13,3,8629,Virement,1,26-06-2024,02-07-2024,26-06-2024 au 02-07-2024,5590,5.0
477,29,M,culturel,Bali,hiver,9,1,3853,Paypal,2,17-02-2025,22-02-2025,17-02-2025 au 22-02-2025,5288,13.0
478,54,Autre,détente,Australie,automne,12,1,7631,Virement,3,07-06-2024,20-06-2024,07-06-2024 au 20-06-2024,4536,21.0
479,33,M,aventure,Népal,automne,11,4,6262,Carte de crédit,1,09-03-2025,30-03-2025,09-03-2025 au 30-03-2025,5200,18.0
480,24,M,culturel,Australie,été,12,5,7633,Carte de crédit,2,20-01-2025,07-02-2025,20-01-2025 au 07-02-2025,4771,26.0
481,26,Autre,aventure,Népal,été,11,2,6263,Paypal,1,26-05-2024,21-06-2024,26-05-2024 au 21-06-2024,6062,25.0
482,37,F,aventure,Norvège,été,6,5,1246,Virement,2,26-07-2024,20-08-2024,26-07-2024 au 20-08-2024,6435,8.0
483,47,Autre,culturel,Vietnam,été,8,4,2900,Carte de crédit,3,21-07-2024,29-07-2024,21-07-2024 au 29-07-2024,3821,1.0
484,49,M,aventure,Vietnam,hiver,13,2,8636,Virement,2,10-09-2024,11-09-2024,10-09-2024 au 11-09-2024,3003,14.0
485,36,M,culturel,Norvège,été,12,5,7642,Virement,2,22-04-2024,06-05-2024,22-04-2024 au 06-05-2024,2246,6.0
486,30,Autre,culturel,Islande,hiver,5,2,735,Virement,4,13-12-2024,19-12-2024,13-12-2024 au 19-12-2024,5762,27.0
487,28,F,culturel,Japon,printemps,7,3,2048,Virement,4,08-12-2024,04-01-2025,08-12-2024 au 04-01-2025,3345,2.0
488,31,F,culturel,France,automne,15,2,9705,Virement,2,21-06-2024,23-06-2024,21-06-2024 au 23-06-2024,1771,10.0
489,44,F,aventure,Vietnam,hiver,8,3,2907,Virement,3,26-07-2024,05-08-2024,26-07-2024 au 05-08-2024,5583,3.0
490,30,F,aventure,Costa Rica,hiver,7,1,2074,Paypal,3,01-04-2024,04-04-2024,01-04-2024 au 04-04-2024,8739,25.0
491,30,Autre,aventure,Costa Rica,été,12,3,7655,Virement,3,25-04-2024,20-05-2024,25-04-2024 au 20-05-2024,4991,23.0
492,51,M,culturel,Japon,automne,6,4,1260,Virement,3,15-02-2025,10-03-2025,15-02-2025 au 10-03-2025,6258,28.0
493,44,F,aventure,Costa Rica,été,11,2,6266,Paypal,2,01-01-2025,29-01-2025,01-01-2025 au 29-01-2025,5123,27.0
494,42,F,culturel,Vietnam,été,11,5,6268,Paypal,2,21-03-2025,17-04-2025,21-03-2025 au 17-04-2025,4852,5.0
495,43,M,détente,Népal,été,6,1,1267,Virement,3,25-03-2025,30-03-2025,25-03-2025 au 30-03-2025,6379,23.0
496,26,F,culturel,Japon,hiver,14,4,9413,Paypal,3,02-11-2024,25-11-2024,02-11-2024 au 25-11-2024,4565,21.0
497,43,F,aventure,Pérou,été,6,2,1270,Virement,3,30-04-2024,21-05-2024,30-04-2024 au 21-05-2024,5401,6.0
498,41,F,culturel,Norvège,printemps,14,3,9423,Virement,2,15-06-2024,21-06-2024,15-06-2024 au 21-06-2024,5483,1.0
499,37,Autre,détente,Népal,été,8,1,2936,Carte de crédit,2,02-03-2025,03-03-2025,02-03-2025 au 03-03-2025,3998,10.0
500,47,Autre,aventure,Népal,été,10,2,5103,Virement,2,03-02-2025,13-02-2025,03-02-2025 au 13-02-2025,6488,8.0
501,37,Autre,culturel,Bali,été,13,4,8649,Paypal,1,11-02-2025,19-02-2025,11-02-2025 au 19-02-2025,4738,1.0
502,35,M,aventure,Costa Rica,hiver,8,2,2939,Carte de crédit,4,23-06-2024,24-06-2024,23-06-2024 au 24-06-2024,3866,11.0
503,18,M,culturel,Pérou,été,9,4,3874,Carte de crédit,2,21-10-2024,01-11-2024,21-10-2024 au 01-11-2024,5805,8.0
504,28,M,culturel,Brésil,hiver,10,4,5107,Carte de crédit,2,26-05-2024,03-06-2024,26-05-2024 au 03-06-2024,3652,23.0
505,29,Autre,aventure,Brésil,automne,7,1,2081,Paypal,1,24-10-2024,16-11-2024,24-10-2024 au 16-11-2024,5042,1.0
506,33,Autre,culturel,Vietnam,été,12,2,7662,Virement,2,05-11-2024,06-11-2024,05-11-2024 au 06-11-2024,4986,26.0
507,41,Autre,détente,Norvège,hiver,8,4,2942,Virement,2,23-06-2024,19-07-2024,23-06-2024 au 19-07-2024,6629,6.0
508,27,F,culturel,Bali,automne,11,4,6276,Paypal,4,20-09-2024,26-09-2024,20-09-2024 au 26-09-2024,5712,13.0
509,27,Autre,aventure,Australie,automne,12,5,7683,Virement,2,25-03-2025,07-04-2025,25-03-2025 au 07-04-2025,4962,15.0
510,30,Autre,culturel,Népal,été,12,1,7690,Paypal,4,10-06-2024,25-06-2024,10-06-2024 au 25-06-2024,6227,12.0
511,24,F,détente,Norvège,printemps,9,3,3876,Virement,1,19-03-2025,31-03-2025,19-03-2025 au 31-03-2025,7085,6.0
512,31,F,détente,Vietnam,été,8,1,2946,Virement,2,14-06-2024,20-06-2024,14-06-2024 au 20-06-2024,5837,26.0
513,27,Autre,culturel,Népal,été,11,1,6294,Virement,1,07-11-2024,03-12-2024,07-11-2024 au 03-12-2024,5016,22.0
514,34,Autre,aventure,Népal,hiver,10,5,5128,Virement,1,29-09-2024,21-10-2024,29-09-2024 au 21-10-2024,3032,2.0
515,38,Autre,aventure,Costa Rica,été,10,4,5129,Virement,3,19-11-2024,21-11-2024,19-11-2024 au 21-11-2024,3402,1.0
516,43,Autre,détente,Japon,été,9,5,3890,Paypal,3,02-05-2024,03-05-2024,02-05-2024 au 03-05-2024,4542,20.0
517,33,F,détente,Australie,automne,8,1,2949,Paypal,3,23-09-2024,13-10-2024,23-09-2024 au 13-10-2024,4086,7.0
518,20,Autre,culturel,Norvège,printemps,9,5,3893,Carte de crédit,3,04-01-2025,11-01-2025,04-01-2025 au 11-01-2025,4720,23.0
519,25,M,culturel,Brésil,été,8,5,2955,Virement,2,22-05-2024,14-06-2024,22-05-2024 au 14-06-2024,5085,8.0
520,50,Autre,aventure,Bali,hiver,5,5,749,Carte de crédit,4,17-05-2024,25-05-2024,17-05-2024 au 25-05-2024,5795,12.0
521,29,F,aventure,Bali,hiver,8,1,2956,Virement,5,21-08-2024,02-09-2024,21-08-2024 au 02-09-2024,4894,28.0
522,23,Autre,détente,Costa Rica,automne,12,3,7693,Virement,5,25-04-2024,23-05-2024,25-04-2024 au 23-05-2024,5730,26.0
523,52,F,aventure,France,été,11,3,6304,Virement,3,17-05-2024,12-06-2024,17-05-2024 au 12-06-2024,5097,25.0
524,50,M,culturel,Maroc,été,9,5,3919,Paypal,2,21-12-2024,15-01-2025,21-12-2024 au 15-01-2025,2037,12.0
525,42,Autre,culturel,Pérou,automne,8,1,2957,Paypal,4,10-07-2024,22-07-2024,10-07-2024 au 22-07-2024,3591,4.0
526,38,F,détente,Bali,été,9,5,3919,Carte de crédit,3,29-01-2025,02-02-2025,29-01-2025 au 02-02-2025,4784,14.0
527,38,Autre,culturel,Pérou,été,12,4,7749,Carte de crédit,3,01-07-2024,15-07-2024,01-07-2024 au 15-07-2024,3185,18.0
528,39,Autre,aventure,Australie,hiver,10,2,5137,Virement,3,14-07-2024,01-08-2024,14-07-2024 au 01-08-2024,5900,8.0
529,25,M,aventure,Islande,automne,11,1,6309,Virement,1,04-02-2025,12-02-2025,04-02-2025 au 12-02-2025,7296,3.0
530,41,M,culturel,Australie,hiver,9,4,3939,Virement,2,12-01-2025,15-01-2025,12-01-2025 au 15-01-2025,6828,12.0
531,47,Autre,détente,Népal,automne,6,5,1292,Paypal,1,29-05-2024,10-06-2024,29-05-2024 au 10-06-2024,4680,5.0
532,45,Autre,détente,Népal,hiver,10,3,5137,Carte de crédit,1,09-09-2024,14-09-2024,09-09-2024 au 14-09-2024,7236,8.0
533,25,F,aventure,Maroc,printemps,13,4,8652,Paypal,1,19-05-2024,27-05-2024,19-05-2024 au 27-05-2024,5223,16.0
534,29,Autre,culturel,Bali,printemps,11,5,6315,Virement,2,24-04-2024,10-05-2024,24-04-2024 au 10-05-2024,4494,20.0
535,31,F,culturel,Bali,automne,10,4,5150,Paypal,2,28-10-2024,17-11-2024,28-10-2024 au 17-11-2024,4080,22.0
536,52,M,détente,Japon,automne,9,5,3943,Virement,2,08-01-2025,30-01-2025,08-01-2025 au 30-01-2025,4546,28.0
537,31,Autre,détente,France,été,11,1,6325,Paypal,3,24-01-2025,21-02-2025,24-01-2025 au 21-02-2025,4418,2.0
538,27,Autre,détente,Islande,automne,12,2,7759,Virement,2,12-03-2025,14-03-2025,12-03-2025 au 14-03-2025,5256,4.0
539,18,Autre,culturel,Pérou,été,13,4,8672,Virement,3,18-08-2024,22-08-2024,18-08-2024 au 22-08-2024,5241,4.0
540,24,M,détente,Australie,automne,7,1,2082,Virement,1,26-12-2024,30-12-2024,26-12-2024 au 30-12-2024,5005,27.0
541,50,F,culturel,Norvège,automne,9,4,3945,Paypal,3,20-02-2025,19-03-2025,20-02-2025 au 19-03-2025,5655,12.0
542,37,Autre,culturel,Bali,été,9,2,3945,Virement,3,01-10-2024,13-10-2024,01-10-2024 au 13-10-2024,6786,18.0
543,18,Autre,détente,Népal,été,6,1,1301,Virement,3,25-07-2024,12-08-2024,25-07-2024 au 12-08-2024,6424,15.0
544,32,F,culturel,Japon,été,13,4,8689,Carte de crédit,1,21-12-2024,05-01-2025,21-12-2024 au 05-01-2025,2773,8.0
545,20,Autre,détente,Costa Rica,hiver,9,4,3972,Virement,1,16-02-2025,24-02-2025,16-02-2025 au 24-02-2025,1169,5.0
546,29,Autre,culturel,Australie,automne,11,3,6331,Virement,1,07-05-2024,12-05-2024,07-05-2024 au 12-05-2024,6401,18.0
547,18,M,aventure,Maroc,automne,10,3,5158,Carte de crédit,3,06-03-2025,24-03-2025,06-03-2025 au 24-03-2025,2950,18.0
548,29,M,détente,Pérou,printemps,10,1,5212,Virement,1,05-01-2025,23-01-2025,05-01-2025 au 23-01-2025,4663,28.0
549,45,Autre,culturel,Vietnam,printemps,11,2,6332,Virement,1,17-12-2024,14-01-2025,17-12-2024 au 14-01-2025,3245,27.0
550,33,M,culturel,Norvège,été,10,5,5220,Virement,2,05-06-2024,02-07-2024,05-06-2024 au 02-07-2024,2297,19.0
551,33,M,culturel,Brésil,été,12,1,7797,Paypal,4,27-04-2024,16-05-2024,27-04-2024 au 16-05-2024,5812,14.0
552,26,Autre,détente,Australie,printemps,10,2,5308,Paypal,3,29-06-2024,13-07-2024,29-06-2024 au 13-07-2024,6139,28.0
553,34,M,culturel,France,automne,8,3,2965,Carte de crédit,2,15-01-2025,12-02-2025,15-01-2025 au 12-02-2025,4135,19.0
554,18,Autre,culturel,Australie,été,9,1,3989,Paypal,4,26-08-2024,14-09-2024,26-08-2024 au 14-09-2024,1113,29.0
555,50,M,aventure,Brésil,été,13,4,8690,Virement,2,15-07-2024,13-08-2024,15-07-2024 au 13-08-2024,4181,4.0
556,18,M,culturel,Népal,hiver,9,2,3993,Paypal,2,01-11-2024,05-11-2024,01-11-2024 au 05-11-2024,5588,3.0
557,18,M,aventure,Norvège,hiver,9,3,4002,Carte de crédit,1,25-10-2024,28-10-2024,25-10-2024 au 28-10-2024,2782,19.0
558,44,Autre,détente,Islande,été,10,4,5311,Carte de crédit,2,30-05-2024,18-06-2024,30-05-2024 au 18-06-2024,5275,13.0
559,24,M,aventure,Islande,été,9,3,4008,Carte de crédit,1,11-12-2024,24-12-2024,11-12-2024 au 24-12-2024,4977,28.0
560,34,M,culturel,Brésil,printemps,7,3,2085,Paypal,3,08-03-2025,05-04-2025,08-03-2025 au 05-04-2025,5869,7.0
561,50,Autre,aventure,Népal,hiver,12,4,7810,Paypal,2,09-07-2024,16-07-2024,09-07-2024 au 16-07-2024,5179,19.0
562,36,Autre,détente,Vietnam,hiver,14,2,9424,Paypal,3,29-04-2024,18-05-2024,29-04-2024 au 18-05-2024,3540,29.0
563,34,M,détente,Vietnam,été,6,2,1319,Paypal,1,19-10-2024,17-11-2024,19-10-2024 au 17-11-2024,6795,1.0
564,44,M,détente,Brésil,été,9,5,4017,Paypal,3,05-10-2024,06-10-2024,05-10-2024 au 06-10-2024,4762,30.0
565,51,Autre,culturel,Norvège,automne,11,4,6350,Virement,2,16-03-2025,15-04-2025,16-03-2025 au 15-04-2025,4959,6.0
566,34,M,détente,Vietnam,été,10,3,5324,Virement,5,15-06-2024,21-06-2024,15-06-2024 au 21-06-2024,3600,3.0
567,43,Autre,culturel,Vietnam,automne,9,1,4032,Virement,2,31-01-2025,03-02-2025,31-01-2025 au 03-02-2025,4335,12.0
568,36,Autre,culturel,Népal,hiver,8,3,2979,Carte de crédit,4,18-02-2025,02-03-2025,18-02-2025 au 02-03-2025,3673,18.0
569,35,F,aventure,Népal,hiver,11,4,6358,Paypal,3,13-02-2025,03-03-2025,13-02-2025 au 03-03-2025,4741,4.0
570,29,M,culturel,Costa Rica,hiver,12,2,7814,Virement,3,11-04-2024,15-04-2024,11-04-2024 au 15-04-2024,7568,26.0
571,36,F,aventure,Vietnam,hiver,11,2,6362,Carte de crédit,2,09-07-2024,04-08-2024,09-07-2024 au 04-08-2024,2942,28.0
572,25,Autre,aventure,Maroc,hiver,7,2,2089,Paypal,2,15-11-2024,13-12-2024,15-11-2024 au 13-12-2024,2580,28.0
573,28,F,détente,Népal,été,5,1,755,Paypal,3,09-08-2024,06-09-2024,09-08-2024 au 06-09-2024,7207,17.0
574,45,F,culturel,Brésil,printemps,14,3,9437,Virement,1,25-06-2024,12-07-2024,25-06-2024 au 12-07-2024,4686,16.0
575,32,M,aventure,Pérou,été,6,2,1330,Paypal,3,08-09-2024,24-09-2024,08-09-2024 au 24-09-2024,3996,12.0
576,29,M,culturel,Népal,hiver,11,1,6365,Virement,3,26-08-2024,07-09-2024,26-08-2024 au 07-09-2024,6560,7.0
577,46,Autre,détente,France,hiver,9,4,4033,Carte de crédit,4,24-08-2024,31-08-2024,24-08-2024 au 31-08-2024,4092,11.0
578,27,Autre,culturel,Népal,hiver,8,2,2982,Carte de crédit,3,05-09-2024,16-09-2024,05-09-2024 au 16-09-2024,7739,18.0
579,40,Autre,aventure,Costa Rica,hiver,10,4,5341,Paypal,2,05-12-2024,23-12-2024,05-12-2024 au 23-12-2024,6017,17.0
580,41,Autre,culturel,Costa Rica,été,8,3,2982,Virement,2,14-09-2024,01-10-2024,14-09-2024 au 01-10-2024,4268,9.0
581,27,F,détente,Népal,automne,5,1,755,Virement,3,08-01-2025,17-01-2025,08-01-2025 au 17-01-2025,8236,12.0
582,57,Autre,aventure,Népal,hiver,9,5,4052,Carte de crédit,2,02-11-2024,14-11-2024,02-11-2024 au 14-11-2024,4091,29.0
583,33,M,détente,Bali,automne,11,1,6403,Virement,3,15-10-2024,13-11-2024,15-10-2024 au 13-11-2024,6113,29.0
584,37,M,culturel,Bali,été,11,3,6407,Carte de crédit,2,12-02-2025,13-03-2025,12-02-2025 au 13-03-2025,5449,22.0
585,38,Autre,culturel,Japon,hiver,11,4,6452,Paypal,2,31-03-2024,22-04-2024,31-03-2024 au 22-04-2024,6953,13.0
586,35,Autre,culturel,Costa Rica,été,10,3,5345,Virement,3,08-02-2025,21-02-2025,08-02-2025 au 21-02-2025,7342,27.0
587,25,F,culturel,France,hiver,5,1,775,Carte de crédit,2,12-09-2024,09-10-2024,12-09-2024 au 09-10-2024,5048,28.0
588,35,M,culturel,Islande,été,12,1,7816,Paypal,3,18-02-2025,18-03-2025,18-02-2025 au 18-03-2025,3870,18.0
589,33,Autre,culturel,Japon,été,5,4,780,Paypal,2,01-05-2024,19-05-2024,01-05-2024 au 19-05-2024,5690,18.0
590,43,M,aventure,Pérou,automne,9,5,4068,Virement,3,26-03-2025,13-04-2025,26-03-2025 au 13-04-2025,3983,13.0
591,49,M,culturel,Australie,hiver,6,4,1367,Carte de crédit,4,09-05-2024,22-05-2024,09-05-2024 au 22-05-2024,8020,9.0
592,50,M,aventure,Népal,hiver,14,5,9460,Paypal,4,08-08-2024,17-08-2024,08-08-2024 au 17-08-2024,5205,25.0
593,23,Autre,détente,Norvège,hiver,10,2,5364,Virement,4,07-04-2024,02-05-2024,07-04-2024 au 02-05-2024,4452,14.0
594,34,Autre,détente,France,hiver,10,2,5365,Carte de crédit,2,11-07-2024,25-07-2024,11-07-2024 au 25-07-2024,5277,18.0
595,20,F,détente,Islande,été,11,4,6459,Paypal,3,17-10-2024,04-11-2024,17-10-2024 au 04-11-2024,2979,26.0
596,44,Autre,détente,Népal,été,11,5,6471,Carte de crédit,2,23-11-2024,19-12-2024,23-11-2024 au 19-12-2024,3543,18.0
